# board	channel	time[ps]	E	E_calib	E_short	Flag	board	channel	time[ps]	E	E_calib	E_short	Flag
0.00	1.00	133634269892000.00	302.00	319.97	37.00	nan	0.00	0.00	133634269904000.00	81.00	56.79	14.00	nan
0.00	1.00	133656926488000.00	581.00	615.57	57.00	nan	0.00	0.00	133656926504000.00	106.00	74.32	18.00	nan
0.00	1.00	133752304620000.00	563.00	596.50	63.00	nan	0.00	0.00	133752304632000.00	140.00	98.16	17.00	nan
0.00	0.00	133760434800000.00	897.00	628.92	71.00	nan	0.00	1.00	133760434812000.00	40.00	42.38	14.00	nan
0.00	1.00	133882548976000.00	577.00	611.33	61.00	nan	0.00	0.00	133882549004000.00	64.00	44.87	13.00	nan
0.00	0.00	133908034288000.00	833.00	584.05	61.00	nan	0.00	1.00	133908034292000.00	252.00	266.99	29.00	nan
0.00	0.00	133908792932000.00	659.00	462.05	54.00	nan	0.00	1.00	133908792944000.00	158.00	167.40	23.00	nan
0.00	1.00	133914960320000.00	570.00	603.91	60.00	nan	0.00	0.00	133914960340000.00	76.00	53.29	12.00	nan
0.00	1.00	134163168584000.00	369.00	390.96	36.00	nan	0.00	0.00	134163168584000.00	414.00	290.27	37.00	nan
0.00	0.00	134163169112000.00	64.00	44.87	20.00	nan	0.00	1.00	134163169136000.00	57.00	60.39	25.00	nan
0.00	1.00	134184277820000.00	556.00	589.08	50.00	nan	0.00	0.00	134184277836000.00	83.00	58.19	15.00	nan
0.00	1.00	134219074156000.00	524.00	555.18	56.00	nan	0.00	0.00	134219074176000.00	83.00	58.19	14.00	nan
0.00	0.00	134229252468000.00	395.00	276.95	41.00	nan	0.00	1.00	134229252476000.00	176.00	186.47	30.00	nan
0.00	1.00	134279034380000.00	358.00	379.30	36.00	nan	0.00	0.00	134279034384000.00	140.00	98.16	22.00	nan
0.00	1.00	134311682380000.00	572.00	606.03	62.00	nan	0.00	0.00	134311682388000.00	112.00	78.53	14.00	nan
0.00	1.00	134368166836000.00	85.00	90.06	15.00	nan	0.00	0.00	134368166856000.00	48.00	33.65	12.00	nan
0.00	0.00	134440448892000.00	1085.00	760.74	79.00	nan	0.00	1.00	134440448896000.00	640.00	678.08	65.00	nan
0.00	1.00	134451390176000.00	18.00	19.07	8.00	nan	0.00	0.00	134451390188000.00	408.00	286.06	34.00	nan
0.00	0.00	134454929752000.00	608.00	426.29	51.00	nan	0.00	1.00	134454929764000.00	97.00	102.77	14.00	nan
0.00	1.00	134525627568000.00	141.00	149.39	20.00	nan	0.00	0.00	134525627580000.00	82.00	57.49	13.00	nan
0.00	1.00	134538402588000.00	472.00	500.08	50.00	nan	0.00	0.00	134538402592000.00	296.00	207.54	32.00	nan
0.00	1.00	134545923284000.00	584.00	618.75	61.00	nan	0.00	0.00	134545923292000.00	90.00	63.10	15.00	nan
0.00	1.00	134712092224000.00	216.00	228.85	28.00	nan	0.00	0.00	134712092224000.00	106.00	74.32	17.00	nan
0.00	1.00	134744710692000.00	561.00	594.38	59.00	nan	0.00	0.00	134744710700000.00	121.00	84.84	18.00	nan
0.00	1.00	134803607428000.00	277.00	293.48	36.00	nan	0.00	0.00	134803607432000.00	154.00	107.98	19.00	nan
0.00	1.00	134835946432000.00	594.00	629.34	69.00	nan	0.00	0.00	134835946440000.00	143.00	100.26	20.00	nan
0.00	1.00	134867512348000.00	115.00	121.84	19.00	nan	0.00	0.00	134867512348000.00	146.00	102.37	20.00	nan
0.00	1.00	134872316548000.00	538.00	570.01	55.00	nan	0.00	0.00	134872316568000.00	71.00	49.78	12.00	nan
0.00	1.00	134884393388000.00	693.00	734.23	70.00	nan	0.00	0.00	134884393388000.00	1083.00	759.34	93.00	nan
0.00	0.00	134951025060000.00	245.00	171.78	27.00	nan	0.00	1.00	134951025064000.00	215.00	227.79	29.00	nan
0.00	0.00	135040830996000.00	70.00	49.08	13.00	nan	0.00	1.00	135040831000000.00	146.00	154.69	26.00	nan
0.00	0.00	135083039696000.00	661.00	463.45	62.00	nan	0.00	1.00	135083039716000.00	117.00	123.96	19.00	nan
0.00	1.00	135096533928000.00	376.00	398.37	36.00	nan	0.00	0.00	135096533952000.00	108.00	75.72	20.00	nan
0.00	0.00	135107062868000.00	529.00	370.90	48.00	nan	0.00	1.00	135107062872000.00	306.00	324.21	38.00	nan
0.00	1.00	135292557220000.00	223.00	236.27	24.00	nan	0.00	0.00	135292557224000.00	156.00	109.38	19.00	nan
0.00	1.00	135311470416000.00	461.00	488.43	54.00	nan	0.00	0.00	135311470416000.00	280.00	196.32	30.00	nan
0.00	1.00	135311470944000.00	66.00	69.93	30.00	nan	0.00	0.00	135311470944000.00	42.00	29.45	17.00	nan
0.00	1.00	135333691332000.00	22.00	23.31	14.00	nan	0.00	0.00	135333691348000.00	136.00	95.36	19.00	nan
0.00	1.00	135352169640000.00	428.00	453.47	49.00	nan	0.00	0.00	135352169660000.00	59.00	41.37	11.00	nan
0.00	1.00	135374602892000.00	521.00	552.00	58.00	nan	0.00	0.00	135374602900000.00	173.00	121.30	25.00	nan
0.00	1.00	135381870524000.00	601.00	636.76	65.00	nan	0.00	0.00	135381870532000.00	129.00	90.45	19.00	nan
0.00	1.00	135446455164000.00	579.00	613.45	52.00	nan	0.00	0.00	135446455176000.00	94.00	65.91	14.00	nan
0.00	0.00	135449522460000.00	133.00	93.25	15.00	nan	0.00	1.00	135449522460000.00	163.00	172.70	21.00	nan
0.00	1.00	135484329464000.00	560.00	593.32	65.00	nan	0.00	0.00	135484329472000.00	134.00	93.95	18.00	nan
0.00	1.00	135490068344000.00	523.00	554.12	51.00	nan	0.00	0.00	135490068396000.00	50.00	35.06	15.00	nan
0.00	0.00	135601711684000.00	858.00	601.58	78.00	nan	0.00	1.00	135601711720000.00	72.00	76.28	15.00	nan
0.00	1.00	135658871676000.00	636.00	673.84	68.00	nan	0.00	0.00	135658871712000.00	50.00	35.06	13.00	nan
0.00	1.00	135891601656000.00	608.00	644.18	71.00	nan	0.00	0.00	135891601676000.00	96.00	67.31	15.00	nan
0.00	1.00	136024916188000.00	464.00	491.61	44.00	nan	0.00	0.00	136024916188000.00	319.00	223.66	34.00	nan
0.00	1.00	136080439832000.00	486.00	514.92	46.00	nan	0.00	0.00	136080439836000.00	244.00	171.08	26.00	nan
0.00	1.00	136244715512000.00	430.00	455.58	43.00	nan	0.00	0.00	136244715572000.00	45.00	31.55	16.00	nan
0.00	1.00	136249054376000.00	174.00	184.35	20.00	nan	0.00	0.00	136249054460000.00	456.00	319.72	46.00	nan
0.00	1.00	136320189364000.00	282.00	298.78	32.00	nan	0.00	0.00	136320189364000.00	203.00	142.33	25.00	nan
0.00	0.00	136339850096000.00	586.00	410.87	48.00	nan	0.00	1.00	136339850104000.00	143.00	151.51	19.00	nan
0.00	1.00	136443144096000.00	565.00	598.62	56.00	nan	0.00	0.00	136443144104000.00	151.00	105.87	19.00	nan
0.00	0.00	136468699316000.00	818.00	573.53	73.00	nan	0.00	1.00	136468699376000.00	71.00	75.22	24.00	nan
0.00	1.00	136500048868000.00	458.00	485.25	45.00	nan	0.00	0.00	136500048900000.00	47.00	32.95	11.00	nan
0.00	1.00	136509987052000.00	586.00	620.87	70.00	nan	0.00	0.00	136509987056000.00	123.00	86.24	15.00	nan
0.00	0.00	136516364192000.00	151.00	105.87	17.00	nan	0.00	1.00	136516364196000.00	185.00	196.01	23.00	nan
0.00	1.00	136557237984000.00	281.00	297.72	34.00	nan	0.00	0.00	136557237984000.00	312.00	218.76	39.00	nan
0.00	1.00	136565158604000.00	130.00	137.74	21.00	nan	0.00	0.00	136565158616000.00	85.00	59.60	13.00	nan
0.00	1.00	136574033732000.00	198.00	209.78	24.00	nan	0.00	0.00	136574033776000.00	49.00	34.36	15.00	nan
0.00	1.00	136645776392000.00	352.00	372.94	40.00	nan	0.00	0.00	136645776396000.00	195.00	136.72	24.00	nan
0.00	1.00	136705570204000.00	511.00	541.40	54.00	nan	0.00	0.00	136705570212000.00	166.00	116.39	20.00	nan
0.00	1.00	136802551128000.00	294.00	311.49	32.00	nan	0.00	0.00	136802551128000.00	315.00	220.86	32.00	nan
0.00	0.00	136840728516000.00	1756.00	1231.20	127.00	nan	0.00	1.00	136840728536000.00	180.00	190.71	27.00	nan
0.00	1.00	137063956720000.00	488.00	517.04	52.00	nan	0.00	0.00	137063956720000.00	278.00	194.92	28.00	nan
0.00	1.00	137081345708000.00	167.00	176.94	22.00	nan	0.00	0.00	137081345760000.00	39.00	27.34	14.00	nan
0.00	1.00	137100962088000.00	535.00	566.83	56.00	nan	0.00	0.00	137100962096000.00	147.00	103.07	19.00	nan
0.00	0.00	137122433512000.00	731.00	512.53	56.00	nan	0.00	1.00	137122433532000.00	167.00	176.94	26.00	nan
0.00	1.00	137228479284000.00	421.00	446.05	46.00	nan	0.00	0.00	137228479332000.00	45.00	31.55	15.00	nan
0.00	1.00	137258325172000.00	311.00	329.50	33.00	nan	0.00	0.00	137258325176000.00	247.00	173.18	32.00	nan
0.00	1.00	137305571452000.00	572.00	606.03	58.00	nan	0.00	0.00	137305571456000.00	133.00	93.25	17.00	nan
0.00	0.00	137334862180000.00	302.00	211.74	31.00	nan	0.00	1.00	137334862204000.00	112.00	118.66	23.00	nan
0.00	1.00	137562964424000.00	577.00	611.33	61.00	nan	0.00	0.00	137562964432000.00	124.00	86.94	13.00	nan
0.00	1.00	137600006328000.00	426.00	451.35	38.00	nan	0.00	0.00	137600006328000.00	382.00	267.83	35.00	nan
0.00	0.00	137617814752000.00	237.00	166.17	27.00	nan	0.00	1.00	137617814760000.00	160.00	169.52	25.00	nan
0.00	1.00	137683185656000.00	561.00	594.38	51.00	nan	0.00	0.00	137683185676000.00	87.00	61.00	16.00	nan
0.00	1.00	137747985076000.00	487.00	515.98	56.00	nan	0.00	0.00	137747985084000.00	210.00	147.24	23.00	nan
0.00	0.00	137770921124000.00	1619.00	1135.15	102.00	nan	0.00	1.00	137770921132000.00	570.00	603.91	62.00	nan
0.00	1.00	137838860764000.00	285.00	301.96	30.00	nan	0.00	0.00	137838860768000.00	196.00	137.42	23.00	nan
0.00	1.00	137884935540000.00	347.00	367.65	38.00	nan	0.00	0.00	137884935552000.00	104.00	72.92	16.00	nan
0.00	0.00	138050656180000.00	855.00	599.48	67.00	nan	0.00	1.00	138050656184000.00	369.00	390.96	43.00	nan
0.00	0.00	138060021848000.00	397.00	278.35	41.00	nan	0.00	1.00	138060021852000.00	327.00	346.46	38.00	nan
0.00	1.00	138076096000000.00	174.00	184.35	25.00	nan	0.00	0.00	138076096020000.00	46.00	32.25	11.00	nan
0.00	1.00	138138289660000.00	655.00	693.97	73.00	nan	0.00	0.00	138138289728000.00	27.00	18.93	10.00	nan
0.00	1.00	138332030540000.00	683.00	723.64	74.00	nan	0.00	0.00	138332030568000.00	44.00	30.85	11.00	nan
0.00	1.00	138341394700000.00	652.00	690.79	64.00	nan	0.00	0.00	138341394716000.00	42.00	29.45	8.00	nan
0.00	1.00	138411927588000.00	603.00	638.88	56.00	nan	0.00	0.00	138411927616000.00	67.00	46.98	14.00	nan
0.00	1.00	138436409424000.00	399.00	422.74	46.00	nan	0.00	0.00	138436409440000.00	86.00	60.30	13.00	nan
0.00	0.00	138439554316000.00	185.00	129.71	19.00	nan	0.00	1.00	138439554320000.00	183.00	193.89	25.00	nan
0.00	1.00	138473473060000.00	203.00	215.08	27.00	nan	0.00	0.00	138473473064000.00	146.00	102.37	16.00	nan
0.00	1.00	138498163176000.00	146.00	154.69	26.00	nan	0.00	0.00	138498163184000.00	59.00	41.37	12.00	nan
0.00	1.00	138562109492000.00	577.00	611.33	49.00	nan	0.00	0.00	138562109504000.00	94.00	65.91	13.00	nan
0.00	1.00	138589471076000.00	405.00	429.10	43.00	nan	0.00	0.00	138589471092000.00	66.00	46.28	13.00	nan
0.00	1.00	138610571780000.00	602.00	637.82	70.00	nan	0.00	0.00	138610571784000.00	185.00	129.71	21.00	nan
0.00	1.00	138640664440000.00	567.00	600.74	59.00	nan	0.00	0.00	138640664444000.00	169.00	118.49	24.00	nan
0.00	1.00	138645352568000.00	587.00	621.93	61.00	nan	0.00	0.00	138645352580000.00	118.00	82.73	15.00	nan
0.00	0.00	138669100520000.00	505.00	354.08	48.00	nan	0.00	1.00	138669100524000.00	343.00	363.41	40.00	nan
0.00	0.00	138725246476000.00	198.00	138.83	26.00	nan	0.00	1.00	138725246480000.00	129.00	136.68	18.00	nan
0.00	1.00	138735406172000.00	615.00	651.59	53.00	nan	0.00	0.00	138735406200000.00	54.00	37.86	14.00	nan
0.00	0.00	138845627436000.00	362.00	253.81	35.00	nan	0.00	1.00	138845627436000.00	255.00	270.17	28.00	nan
0.00	0.00	138852446192000.00	468.00	328.13	47.00	nan	0.00	1.00	138852446212000.00	138.00	146.21	24.00	nan
0.00	0.00	138978702872000.00	259.00	181.59	33.00	nan	0.00	1.00	138978702892000.00	100.00	105.95	20.00	nan
0.00	0.00	139111368948000.00	662.00	464.15	56.00	nan	0.00	1.00	139111369024000.00	85.00	90.06	27.00	nan
0.00	1.00	139128967456000.00	248.00	262.76	39.00	nan	0.00	0.00	139128967456000.00	150.00	105.17	17.00	nan
0.00	1.00	139200022232000.00	189.00	200.25	33.00	nan	0.00	0.00	139200022236000.00	44.00	30.85	9.00	nan
0.00	0.00	139250535384000.00	327.00	229.27	30.00	nan	0.00	1.00	139250535400000.00	150.00	158.93	25.00	nan
0.00	1.00	139285593236000.00	235.00	248.98	33.00	nan	0.00	0.00	139285593240000.00	179.00	125.50	20.00	nan
0.00	1.00	139304685156000.00	339.00	359.17	39.00	nan	0.00	0.00	139304685156000.00	467.00	327.43	44.00	nan
0.00	0.00	139324702372000.00	336.00	235.58	35.00	nan	0.00	1.00	139324702376000.00	201.00	212.96	27.00	nan
0.00	0.00	139377475648000.00	309.00	216.65	32.00	nan	0.00	1.00	139377475652000.00	279.00	295.60	35.00	nan
0.00	0.00	139390138040000.00	331.00	232.08	33.00	nan	0.00	1.00	139390138044000.00	248.00	262.76	34.00	nan
0.00	1.00	139396476288000.00	450.00	476.77	49.00	nan	0.00	0.00	139396476296000.00	212.00	148.64	27.00	nan
0.00	1.00	139396476832000.00	71.00	75.22	28.00	nan	0.00	0.00	139396476892000.00	20.00	14.02	12.00	nan
0.00	1.00	139419115456000.00	559.00	592.26	54.00	nan	0.00	0.00	139419115484000.00	55.00	38.56	13.00	nan
0.00	1.00	139457591408000.00	462.00	489.49	53.00	nan	0.00	0.00	139457591408000.00	303.00	212.44	31.00	nan
0.00	1.00	139624160396000.00	601.00	636.76	58.00	nan	0.00	0.00	139624160420000.00	73.00	51.18	14.00	nan
0.00	0.00	139695395456000.00	116.00	81.33	18.00	nan	0.00	1.00	139695395460000.00	163.00	172.70	27.00	nan
0.00	1.00	139742505444000.00	257.00	272.29	31.00	nan	0.00	0.00	139742505472000.00	51.00	35.76	11.00	nan
0.00	0.00	139761217176000.00	190.00	133.22	25.00	nan	0.00	1.00	139761217180000.00	120.00	127.14	22.00	nan
0.00	0.00	139788764436000.00	496.00	347.76	50.00	nan	0.00	1.00	139788764444000.00	175.00	185.41	22.00	nan
0.00	1.00	139793773676000.00	191.00	202.37	25.00	nan	0.00	0.00	139793773676000.00	191.00	133.92	22.00	nan
0.00	1.00	139797023020000.00	584.00	618.75	61.00	nan	0.00	0.00	139797023032000.00	78.00	54.69	13.00	nan
0.00	1.00	139879847236000.00	390.00	413.20	46.00	nan	0.00	0.00	139879847236000.00	228.00	159.86	28.00	nan
0.00	1.00	139919925456000.00	290.00	307.25	37.00	nan	0.00	0.00	139919925460000.00	163.00	114.29	22.00	nan
0.00	1.00	139954086196000.00	469.00	496.91	56.00	nan	0.00	0.00	139954086204000.00	146.00	102.37	20.00	nan
0.00	1.00	139979733916000.00	606.00	642.06	67.00	nan	0.00	0.00	139979733936000.00	73.00	51.18	14.00	nan
0.00	0.00	140073813328000.00	255.00	178.79	26.00	nan	0.00	1.00	140073813340000.00	155.00	164.22	26.00	nan
0.00	1.00	140092836184000.00	590.00	625.11	54.00	nan	0.00	0.00	140092836200000.00	128.00	89.75	17.00	nan
0.00	1.00	140132624132000.00	575.00	609.21	58.00	nan	0.00	0.00	140132624144000.00	136.00	95.36	18.00	nan
0.00	1.00	140141621836000.00	247.00	261.70	28.00	nan	0.00	0.00	140141621836000.00	161.00	112.88	18.00	nan
0.00	1.00	140170709376000.00	567.00	600.74	64.00	nan	0.00	0.00	140170709384000.00	94.00	65.91	11.00	nan
0.00	1.00	140200627612000.00	255.00	270.17	24.00	nan	0.00	0.00	140200627624000.00	122.00	85.54	17.00	nan
0.00	0.00	140201245048000.00	476.00	333.74	43.00	nan	0.00	1.00	140201245052000.00	172.00	182.23	18.00	nan
0.00	1.00	140212101508000.00	845.00	895.28	82.00	nan	0.00	0.00	140212101528000.00	75.00	52.59	12.00	nan
0.00	0.00	140374529216000.00	279.00	195.62	29.00	nan	0.00	1.00	140374529224000.00	189.00	200.25	24.00	nan
0.00	1.00	140428886580000.00	264.00	279.71	26.00	nan	0.00	0.00	140428886644000.00	52.00	36.46	16.00	nan
0.00	1.00	140491415836000.00	376.00	398.37	41.00	nan	0.00	0.00	140491415864000.00	48.00	33.65	10.00	nan
0.00	0.00	140542919160000.00	166.00	116.39	20.00	nan	0.00	1.00	140542919164000.00	169.00	179.06	25.00	nan
0.00	0.00	140560799432000.00	234.00	164.07	27.00	nan	0.00	1.00	140560799432000.00	308.00	326.33	43.00	nan
0.00	0.00	140571563484000.00	228.00	159.86	30.00	nan	0.00	1.00	140571563500000.00	89.00	94.30	17.00	nan
0.00	1.00	140602392076000.00	430.00	455.58	53.00	nan	0.00	0.00	140602392076000.00	385.00	269.94	37.00	nan
0.00	1.00	140602392652000.00	67.00	70.99	27.00	nan	0.00	0.00	140602392660000.00	44.00	30.85	18.00	nan
0.00	1.00	140713758524000.00	495.00	524.45	59.00	nan	0.00	0.00	140713758528000.00	226.00	158.46	31.00	nan
0.00	0.00	140719289384000.00	478.00	335.14	49.00	nan	0.00	1.00	140719289388000.00	366.00	387.78	41.00	nan
0.00	1.00	140788449544000.00	312.00	330.56	37.00	nan	0.00	0.00	140788449544000.00	178.00	124.80	19.00	nan
0.00	0.00	140886040716000.00	402.00	281.86	42.00	nan	0.00	1.00	140886040736000.00	109.00	115.49	20.00	nan
0.00	0.00	140934496964000.00	214.00	150.04	24.00	nan	0.00	1.00	140934496968000.00	334.00	353.87	38.00	nan
0.00	1.00	140990569900000.00	536.00	567.89	58.00	nan	0.00	0.00	140990569904000.00	202.00	141.63	25.00	nan
0.00	1.00	141012832332000.00	205.00	217.20	29.00	nan	0.00	0.00	141012832332000.00	79.00	55.39	11.00	nan
0.00	1.00	141129876644000.00	546.00	578.49	54.00	nan	0.00	0.00	141129876656000.00	88.00	61.70	14.00	nan
0.00	1.00	141137625200000.00	171.00	181.18	26.00	nan	0.00	0.00	141137625208000.00	61.00	42.77	10.00	nan
0.00	1.00	141214757156000.00	608.00	644.18	50.00	nan	0.00	0.00	141214757176000.00	66.00	46.28	11.00	nan
0.00	1.00	141220085488000.00	650.00	688.67	68.00	nan	0.00	0.00	141220085508000.00	60.00	42.07	11.00	nan
0.00	1.00	141300088540000.00	621.00	657.95	61.00	nan	0.00	0.00	141300088560000.00	107.00	75.02	15.00	nan
0.00	1.00	141306541828000.00	165.00	174.82	22.00	nan	0.00	0.00	141306541828000.00	160.00	112.18	21.00	nan
0.00	0.00	141426542308000.00	199.00	139.53	27.00	nan	0.00	1.00	141426542320000.00	85.00	90.06	21.00	nan
0.00	0.00	141672391288000.00	142.00	99.56	17.00	nan	0.00	1.00	141672391304000.00	133.00	140.91	24.00	nan
0.00	1.00	141676705212000.00	395.00	418.50	40.00	nan	0.00	0.00	141676705216000.00	324.00	227.17	34.00	nan
0.00	1.00	141799635800000.00	378.00	400.49	45.00	nan	0.00	0.00	141799635848000.00	51.00	35.76	14.00	nan
0.00	0.00	141842915896000.00	419.00	293.78	44.00	nan	0.00	1.00	141842915900000.00	344.00	364.47	38.00	nan
0.00	1.00	141881546048000.00	624.00	661.13	60.00	nan	0.00	0.00	141881546072000.00	65.00	45.57	12.00	nan
0.00	1.00	141926214328000.00	245.00	259.58	31.00	nan	0.00	0.00	141926214328000.00	217.00	152.15	26.00	nan
0.00	0.00	142010907084000.00	264.00	185.10	23.00	nan	0.00	1.00	142010907092000.00	194.00	205.54	27.00	nan
0.00	0.00	142011619732000.00	236.00	165.47	25.00	nan	0.00	1.00	142011619736000.00	223.00	236.27	32.00	nan
0.00	0.00	142022112396000.00	218.00	152.85	27.00	nan	0.00	1.00	142022112408000.00	137.00	145.15	21.00	nan
0.00	1.00	142128163536000.00	668.00	707.75	63.00	nan	0.00	0.00	142128163572000.00	51.00	35.76	13.00	nan
0.00	0.00	142148713692000.00	659.00	462.05	59.00	nan	0.00	1.00	142148713704000.00	173.00	183.29	26.00	nan
0.00	1.00	142160432632000.00	357.00	378.24	41.00	nan	0.00	0.00	142160432652000.00	78.00	54.69	14.00	nan
0.00	1.00	142365114268000.00	435.00	460.88	47.00	nan	0.00	0.00	142365114276000.00	157.00	110.08	22.00	nan
0.00	0.00	142461172308000.00	433.00	303.59	43.00	nan	0.00	1.00	142461172320000.00	134.00	141.97	23.00	nan
0.00	1.00	142468059268000.00	181.00	191.77	24.00	nan	0.00	0.00	142468059268000.00	179.00	125.50	20.00	nan
0.00	1.00	142474821884000.00	194.00	205.54	24.00	nan	0.00	0.00	142474821892000.00	121.00	84.84	18.00	nan
0.00	0.00	142536066340000.00	216.00	151.45	21.00	nan	0.00	1.00	142536066352000.00	159.00	168.46	26.00	nan
0.00	1.00	142644288592000.00	203.00	215.08	24.00	nan	0.00	0.00	142644288600000.00	124.00	86.94	16.00	nan
0.00	0.00	142729865184000.00	436.00	305.70	43.00	nan	0.00	1.00	142729865212000.00	107.00	113.37	25.00	nan
0.00	1.00	142749148276000.00	430.00	455.58	41.00	nan	0.00	0.00	142749148320000.00	38.00	26.64	11.00	nan
0.00	1.00	142800221568000.00	382.00	404.73	39.00	nan	0.00	0.00	142800221572000.00	255.00	178.79	36.00	nan
0.00	0.00	142800222100000.00	41.00	28.75	14.00	nan	0.00	1.00	142800222184000.00	41.00	43.44	18.00	nan
0.00	1.00	142865533356000.00	181.00	191.77	24.00	nan	0.00	0.00	142865533360000.00	121.00	84.84	18.00	nan
0.00	1.00	142910159972000.00	610.00	646.29	62.00	nan	0.00	0.00	142910159992000.00	61.00	42.77	12.00	nan
0.00	1.00	142923125976000.00	455.00	482.07	44.00	nan	0.00	0.00	142923125976000.00	322.00	225.77	31.00	nan
0.00	0.00	142938255288000.00	1012.00	709.55	79.00	nan	0.00	1.00	142938255312000.00	76.00	80.52	12.00	nan
0.00	1.00	142956958532000.00	609.00	645.24	57.00	nan	0.00	0.00	142956958556000.00	58.00	40.67	13.00	nan
0.00	1.00	142986417032000.00	619.00	655.83	65.00	nan	0.00	0.00	142986417048000.00	58.00	40.67	11.00	nan
0.00	0.00	143000821260000.00	192.00	134.62	23.00	nan	0.00	1.00	143000821276000.00	135.00	143.03	21.00	nan
0.00	1.00	143034628792000.00	588.00	622.99	64.00	nan	0.00	0.00	143034628804000.00	135.00	94.65	19.00	nan
0.00	1.00	143034629328000.00	89.00	94.30	31.00	nan	0.00	0.00	143034629340000.00	25.00	17.53	13.00	nan
0.00	0.00	143120156468000.00	211.00	147.94	24.00	nan	0.00	1.00	143120156472000.00	220.00	233.09	27.00	nan
0.00	1.00	143172128152000.00	333.00	352.81	41.00	nan	0.00	0.00	143172128156000.00	165.00	115.69	20.00	nan
0.00	1.00	143229921192000.00	479.00	507.50	54.00	nan	0.00	0.00	143229921204000.00	97.00	68.01	14.00	nan
0.00	1.00	143295028380000.00	574.00	608.15	64.00	nan	0.00	0.00	143295028424000.00	51.00	35.76	12.00	nan
0.00	0.00	143386613012000.00	516.00	361.79	46.00	nan	0.00	1.00	143386613028000.00	170.00	180.12	26.00	nan
0.00	1.00	143393738764000.00	593.00	628.28	56.00	nan	0.00	0.00	143393738788000.00	70.00	49.08	12.00	nan
0.00	1.00	143399118248000.00	615.00	651.59	70.00	nan	0.00	0.00	143399118256000.00	92.00	64.50	14.00	nan
0.00	0.00	143521390708000.00	174.00	122.00	21.00	nan	0.00	1.00	143521390716000.00	187.00	198.13	31.00	nan
0.00	0.00	143553674920000.00	171.00	119.89	24.00	nan	0.00	1.00	143553674924000.00	165.00	174.82	25.00	nan
0.00	0.00	143689652388000.00	652.00	457.14	55.00	nan	0.00	1.00	143689652404000.00	127.00	134.56	18.00	nan
0.00	1.00	143738495732000.00	407.00	431.22	41.00	nan	0.00	0.00	143738495740000.00	171.00	119.89	18.00	nan
0.00	0.00	143809578788000.00	561.00	393.34	46.00	nan	0.00	1.00	143809578800000.00	205.00	217.20	29.00	nan
0.00	1.00	143824851472000.00	569.00	602.86	58.00	nan	0.00	0.00	143824851484000.00	101.00	70.82	16.00	nan
0.00	1.00	143965739700000.00	557.00	590.14	53.00	nan	0.00	0.00	143965739708000.00	133.00	93.25	18.00	nan
0.00	1.00	144049096092000.00	540.00	572.13	58.00	nan	0.00	0.00	144049096104000.00	110.00	77.13	17.00	nan
0.00	1.00	144056892604000.00	402.00	425.92	48.00	nan	0.00	0.00	144056892612000.00	101.00	70.82	12.00	nan
0.00	0.00	144103306956000.00	208.00	145.84	23.00	nan	0.00	1.00	144103306960000.00	225.00	238.39	31.00	nan
0.00	1.00	144122462048000.00	364.00	385.66	41.00	nan	0.00	0.00	144122462076000.00	59.00	41.37	15.00	nan
0.00	1.00	144190661812000.00	168.00	178.00	25.00	nan	0.00	0.00	144190661820000.00	114.00	79.93	13.00	nan
0.00	1.00	144205666520000.00	500.00	529.75	55.00	nan	0.00	0.00	144205666528000.00	240.00	168.27	28.00	nan
0.00	0.00	144319859080000.00	1562.00	1095.18	109.00	nan	0.00	1.00	144319859088000.00	306.00	324.21	36.00	nan
0.00	1.00	144371061884000.00	644.00	682.32	62.00	nan	0.00	0.00	144371061900000.00	85.00	59.60	14.00	nan
0.00	0.00	144457031388000.00	274.00	192.11	27.00	nan	0.00	1.00	144457031392000.00	228.00	241.57	27.00	nan
0.00	1.00	144490619660000.00	557.00	590.14	68.00	nan	0.00	0.00	144490619664000.00	125.00	87.64	18.00	nan
0.00	1.00	144554487508000.00	528.00	559.42	51.00	nan	0.00	0.00	144554487524000.00	67.00	46.98	11.00	nan
0.00	1.00	144586911040000.00	107.00	113.37	20.00	nan	0.00	0.00	144586911040000.00	90.00	63.10	15.00	nan
0.00	1.00	144604150172000.00	139.00	147.27	20.00	nan	0.00	0.00	144604150188000.00	45.00	31.55	10.00	nan
0.00	1.00	144825741328000.00	149.00	157.87	29.00	nan	0.00	0.00	144825741328000.00	142.00	99.56	21.00	nan
0.00	1.00	144858607628000.00	342.00	362.35	37.00	nan	0.00	0.00	144858607640000.00	111.00	77.83	17.00	nan
0.00	1.00	144894771124000.00	565.00	598.62	53.00	nan	0.00	0.00	144894771132000.00	122.00	85.54	14.00	nan
0.00	0.00	145027528536000.00	186.00	130.41	23.00	nan	0.00	1.00	145027528540000.00	204.00	216.14	31.00	nan
0.00	1.00	145086550104000.00	618.00	654.77	61.00	nan	0.00	0.00	145086550132000.00	64.00	44.87	11.00	nan
0.00	1.00	145106187312000.00	552.00	584.84	70.00	nan	0.00	0.00	145106187320000.00	174.00	122.00	24.00	nan
0.00	1.00	145116457480000.00	208.00	220.38	22.00	nan	0.00	0.00	145116457484000.00	218.00	152.85	28.00	nan
0.00	1.00	145144031348000.00	505.00	535.05	47.00	nan	0.00	0.00	145144031352000.00	254.00	178.09	29.00	nan
